GM_NAAM,GM_CODE,AANT_INW,city_name,separation,intensity,scale,scale_rel,share_NW_c,Gini,aspect_ratio,aspect_ratio_fin
Bunnik,GM0312,15156,Bunnik,27.3885350318471,8.83019556971637,680,4.58684654300169,0.0317706576728499,0.27,1.05867415071994,1.31608719646799
Woudenberg,GM0351,12701,Woudenberg,64.6913580246914,2.79003805384557,1411,11.0840534171249,0.0318146111547525,0.25,0.605102391958421,1.65261286897824
Waalre,GM0866,16898,Waalre,81.4885496183206,1.80531171402572,8079,49.1662609542356,0.0318889970788704,0.32,0.635302079605777,1.57405434690302
Eemnes,GM0317,8999,Eemnes,57.6923076923077,2.02589633318312,2661,30.0338600451467,0.0322799097065462,0.27,0.941692686189653,1.31549197647115
Edam_Volendam,GM0385,35800,Edam Volendam,79.8059964726631,4.57341997400544,13294,38.0317551137176,0.0324417107709912,0.26,1.54663514545501,1.27588366551712
Pekela,GM0765,12517,Pekela,71.1392405063291,6.88801124744504,875,7.20520421607378,0.032526350461133,0.22,1.29632375605782,1.31608719646799
Lopik,GM0331,14208,Lopik,75,4.03464565394122,2203,15.806845088613,0.0327186625529166,0.27,0.616913891338703,1.62097176614065
Haren,GM0017,19570,Haren,42.6517571884984,14.1353065912352,685,3.646332375173,0.0333226871074204,0.31,1.00772760668992,1.31608719646799
Langedijk,GM0416,27608,Langedijk,80.6311207834603,2.57603850856134,6285,22.9078582883802,0.0334961364630412,0.26,1.31123060174264,1.31608719646799
Rozendaal,GM0277,1498,Rozendaal,55.1724137931034,11.5296895899393,47,2.79097387173397,0.0344418052256532,0.31,1.80652374320119,1.08985251463423
Leusden,GM0327,29677,Leusden,91.6831683168317,2.39400687951961,12601,43.1349056926711,0.0345736487180364,0.26,0.577387351555568,1.73193956761583
Wijk_bij_Duurstede,GM0352,23502,Wijk bij Duurstede,52.1464646464647,5.0974139335083,1980,8.65535932855394,0.0346214373142157,0.26,0.686279624405307,1.45713199756811
Lochem,GM0262,33545,Lochem,75.0889679715302,8.30633105477688,7095,22.1021151989035,0.0350144855300457,0.3,0.71478898530997,1.39901428330817
Oisterwijk,GM0824,25936,Oisterwijk,93.7569676700111,3.87643631108867,10670,42.0029130417667,0.0353107900641656,0.32,1.04727598619764,1.31608719646799
Rijssen_Holten,GM1742,37986,Rijssen Holten,59.9850968703428,5.77121636402398,4927,13.1889605696389,0.0359236555397917,0.25,0.607060212542161,1.64728305255313
Emmen,GM0114,107490,Emmen,86.7989417989418,7.22755240622897,8871,8.46348328006488,0.03606354052378,0.24,1.50907528876235,1.30806878605032
Midden_Delfland,GM1842,19034,Midden Delfland,71.1621233859397,2.13298759909094,7981,41.4489742923916,0.036198390028564,0.28,0.938500106121069,1.31543128392573
Borne,GM0147,22795,Borne,61.145703611457,7.67296655878598,1003,4.52883008985416,0.0362577324242561,0.24,0.839325403324639,1.31331597748748
Bunschoten,GM0313,21020,Bunschoten,64.5805592543276,3.9994738535512,2617,12.6419013574223,0.0362784406550408,0.25,1.19932824254946,1.31608719646799
Renkum,GM0274,31391,Renkum,89.8381294964029,3.82467396677949,8380,27.4610040634421,0.0364399003801284,0.29,0.671527060011223,1.48914326696423
Brunssum,GM0899,28358,Brunssum,78.2013685239492,2.74884799268214,10052,36.0493472959403,0.0366877062114474,0.22,0.632468794678136,1.58110567416832
Hoogeveen,GM0118,55311,Hoogeveen,93.5839598997494,2.19849981329694,25523,47.1321465504506,0.0368407445708376,0.23,1.04312114677107,1.31608719646799
Grave,GM0786,12370,Grave,77.8781038374718,3.54485086757981,2704,22.623828647925,0.0370649263721552,0.24,0.853113459644369,1.31363949885108
Heemstede,GM0397,26936,Heemstede,82.3649337410805,2.15121575987568,14163,53.9029495718363,0.0373358705994291,0.35,1.31691078454981,1.31608719646799
Duiven,GM0226,25398,Duiven,72.858617131063,3.61081765120851,7422,29.0933322880326,0.0379836149112147,0.24,1.12612159502805,1.31608719646799
Kerkrade,GM0928,45937,Kerkrade,70.852534562212,2.98657108424249,7522,16.5256936968605,0.0381395961948283,0.23,1.13010724546498,1.31608719646799
Rhenen,GM0340,19601,Rhenen,85.1296043656207,9.1183277634843,3865,20.1469974979149,0.0382089241034195,0.27,0.813514616978691,1.31268087679701
Smallingerland,GM0090,55695,Smallingerland,62.7940470475276,4.87950199126636,10679,19.5926979176222,0.0382166773690487,0.24,0.470912895459613,2.08111888111888
Vaals,GM0981,9710,Vaals,77.7479892761394,4.94830544480854,2431,24.9871518141638,0.0383389865351012,0.28,0.743313152037951,1.34532800510564
Kampen,GM0166,52511,Kampen,84.9065880039331,3.09053686167347,20458,39.6849721634886,0.0394560726271071,0.24,0.972058091104959,1.31604930944365
Teylingen,GM1525,36093,Teylingen,48.904593639576,3.33208103554093,4878,13.6676940319417,0.0396469599327542,0.3,1.16791918299099,1.31608719646799
Epe,GM0232,32537,Epe,77.1360759493671,6.4959408700598,5852,18.4675586972987,0.0398889169401666,0.27,0.921525557764048,1.31510152725127
Beesel,GM0889,13405,Beesel,84.0525328330206,5.13362598364616,2321,17.4708317651487,0.0401204365826119,0.23,0.725623239431328,1.37812565207214
Krimpenerwaard,GM1931,55204,Krimpenerwaard,64.6090534979424,6.63168121216308,11978,22.0022042615724,0.0401726671565025,0.27,0.707341115159785,1.41374504969092
Katwijk,GM0537,64532,Katwijk,69.3781775518185,11.9788607811869,8109,12.8333359710067,0.0404671847057147,0.24,1.13360073282237,1.31608719646799
Hillegom,GM0534,21316,Hillegom,66.9833729216152,4.43145484240752,4349,20.9772332625892,0.0406135442793748,0.25,1.09886123543545,1.31608719646799
Meppel,GM0119,33025,Meppel,66.0823170731707,9.17819326640119,2916,9.04158010604322,0.040680909119097,0.24,1.02616187642282,1.31608719646799
Zoeterwoude,GM0638,8367,Zoeterwoude,78.6127167630058,3.2217573790621,1827,22.4392041267502,0.0424957013018914,0.26,1.35415185392175,1.31608719646799
Veldhoven,GM0861,44724,Veldhoven,65.7768286171917,3.29008341263753,9890,22.4680812394929,0.0425507746830841,0.26,0.875667524609476,1.31414674162284
Zeewolde,GM0050,22457,Zeewolde,66.2379421221865,3.5673006170709,5604,25.6405563689605,0.0426885065885798,0.28,0.966532691919791,1.31595050147542
Haaksbergen,GM0158,24272,Haaksbergen,95,2.67874846062712,12992,54.8000674877678,0.0430234519993251,0.24,0.541969779341027,1.84512132985696
Boxmeer,GM0756,28709,Boxmeer,73.4761120263591,14.2049040461065,3958,14.0404398722951,0.0430649166371053,0.24,1.37310308250043,1.31608719646799
Haarlemmerliede_en_Spaarnwoude,GM0393,5665,Haarlemmerliede en Spaarnwoude,80.7377049180328,4.79571249512843,501,8.95122386993032,0.0435947829194211,0.27,1.01329997680225,1.31608719646799
Brummen,GM0213,20843,Brummen,75.3655793025872,5.11389589012778,6705,32.9354553492485,0.043668336771785,0.26,0.790116486537136,1.31206928486062
Heerenveen,GM0074,50203,Heerenveen,79.8534798534799,5.80221990799394,14857,30.48089942965,0.0448073530015181,0.26,0.68559144406194,1.45859463192142
Westland,GM1783,105632,Westland,72.4869927159209,4.57009163201095,5155,4.94252102129455,0.0460694733410675,0.27,1.00166980816591,1.31608719646799
Nijkerk,GM0267,41775,Nijkerk,89.0834191555098,4.24524989859322,11429,27.8348757915246,0.0472966390647832,0.28,0.658539892952501,1.51851089159777
Zaltbommel,GM0297,27728,Zaltbommel,78.1972265023112,11.4968661352444,6137,22.5029334115576,0.0475946025227339,0.27,0.501853846227667,1.99261200749341
Wormerland,GM0880,15820,Wormerland,63.6604774535809,9.05985125212163,2444,15.5115511551155,0.0478547854785478,0.27,0.835351590598467,1.31322075384237
Druten,GM0225,18563,Druten,80.387685290764,7.86542144611009,4585,25.1563700208493,0.0481180730824097,0.25,0.687142603403481,1.45530199269687
Dongen,GM0766,25509,Dongen,80.7219031993437,3.31929215275784,5705,22.9134870270704,0.048959755803679,0.24,1.15755936153243,1.31608719646799
Heusden,GM0797,43517,Heusden,78.2234957020057,6.67213398456757,12371,29.1034417860588,0.0492624744159785,0.26,1.0090067274702,1.31608719646799
Bodegraven_Reeuwijk,GM1901,33733,Bodegraven Reeuwijk,68.5434516523868,8.09933112567806,1793,5.41315702080126,0.0493312803791927,0.3,0.825700498896373,1.31298567060178
Winterswijk,GM0294,28912,Winterswijk,87.1850251979842,4.66706334316851,11816,42.0662892947417,0.0494499626188187,0.25,1.14710423368228,1.31608719646799
Enkhuizen,GM0388,18479,Enkhuizen,81.4977973568282,7.41805847004072,5188,28.7216962852239,0.0502685046780711,0.26,2.24278136119206,0.874503738805543
Appingedam,GM0003,11971,Appingedam,82.8767123287671,6.83849168559733,2678,23.2082502816535,0.0506109714879972,0.24,1.13391298872735,1.31608719646799
Best,GM0753,29180,Best,66.2534435261708,7.49668893596114,6093,21.251438736005,0.0506435073767918,0.26,1.2508272256197,1.31608719646799
Meierijstad,GM1948,79864,Meierijstad,66.2515566625156,14.8375826159178,9727,12.4136962875046,0.0512398381765509,0.28,0.754992278264299,1.32451685770743
Sittard_Geleen,GM1883,93319,Sittard Geleen,64.6542496253479,7.17548351246945,14638,16.1037646592884,0.0513872692468481,0.26,1.35291385876145,1.31608719646799
Utrechtse_Heuvelrug,GM1581,49035,Utrechtse Heuvelrug,70.6709521896344,9.24881494257207,9232,19.0649264827358,0.0514001321658681,0.34,0.665540519960982,1.50253811752683
De_Ronde_Venen,GM0736,42763,De Ronde Venen,54.9419953596288,5.33813286581295,11348,27.114594284622,0.0514909681735639,0.32,1.01288773361325,1.31608719646799
Landsmeer,GM0415,11275,Landsmeer,56.5217391304348,5.92144210643029,1478,13.2865875584322,0.0516900395541172,0.3,2.23862903203218,0.876157804288965
Rheden,GM0275,43645,Rheden,66.4386684906521,7.62013479832506,6184,14.6304532980032,0.0518832213494842,0.28,1.00069724074704,1.31608719646799
Assen,GM0106,67551,Assen,68.3606086706862,4.29016275431835,22898,34.6199785307147,0.0526602258810722,0.25,1.46720535364933,1.31608719646799
Oude_IJsselstreek,GM1509,39568,Oude Ijsselstreek,86.252446183953,6.4529864997759,13217,34.3254122841189,0.0530840150629788,0.23,1.02060444590511,1.31608719646799
Zandvoort,GM0473,16899,Zandvoort,46.8785471055619,8.95854572471861,2799,17.0265831254943,0.0535920676440172,0.32,1.44063613189127,1.31608719646799
Doetinchem,GM0222,57068,Doetinchem,67.3250753264145,9.50845263542782,10716,19.2477637676474,0.0536516147573373,0.25,0.423531622966705,2.08111888111888
Veendam,GM0047,27527,Veendam,84.1522491349481,6.27033020166196,7886,29.4616505398438,0.0539843837561176,0.24,0.990643595455382,1.31608719646799
Oegstgeest,GM0579,23608,Oegstgeest,61.8140243902439,3.88621524930359,5631,23.8097251585624,0.055475687103594,0.32,1.09726511385379,1.31608719646799
Houten,GM0321,49300,Houten,78.6168224299065,2.3884858305542,17122,35.5250326783825,0.0555013797539265,0.26,1.03759479543573,1.31608719646799
Goes,GM0664,37274,Goes,75.4203758654797,5.75220674707135,11606,32.2406800377799,0.0561697872104005,0.26,0.451369837807447,2.08111888111888
Alblasserdam,GM0482,20008,Alblasserdam,71.2612612612613,3.6968032984671,5934,30.1923272616261,0.0564770530171975,0.25,0.939473009490766,1.31544982300458
Hendrik_Ido_Ambacht,GM0531,29731,Hendrik Ido Ambacht,72.3621103117506,3.18318584550769,10273,34.8154675161826,0.0565289592300132,0.25,1.01156634583606,1.31608719646799
Aalsmeer,GM0358,31373,Aalsmeer,66.9897377423033,4.92180596375113,5227,16.9994796409523,0.05704436060882,0.3,0.937792495348306,1.31541777594494
Blaricum,GM0376,10201,Blaricum,79.5493934142114,3.39715902153648,4321,43.2489240316285,0.0577519767791011,0.47,0.6619252203163,1.51074467221864
De_Bilt,GM0310,42754,De_Bilt,78.0737704918033,7.33341750142531,12547,29.9051387167509,0.0581561635999618,0.34,1.40134502198389,1.31608719646799
Zuidplas,GM1892,41468,Zuidplas,74.6945210878991,3.70224746745402,21805,52.2112875032924,0.0607475516605607,0.28,1.50984161976758,1.30739611290115
Terneuzen,GM0715,54588,Terneuzen,84.0674789128397,6.90542919994813,19636,37.2776459420978,0.0607688656858092,0.26,0.750782619270652,1.33194346050718
Noordoostpolder,GM0171,46544,Noordoostpolder,83.4236186348862,11.5541283565071,11218,24.8246254619487,0.0612759742415189,0.26,0.916392509563025,1.31499940426529
Krimpen_aan_den_IJssel,GM0542,29123,Krimpen aan den IJssel,79.4698251551043,4.06885545834435,11655,40.3930131004367,0.061447286338116,0.27,0.480704757296788,2.08027897544313
Gooise_Meren,GM1942,56935,Gooise Meren,79.0294117647059,3.82975089284324,22104,39.9739583333333,0.0614872685185185,0.36,0.824499660038324,1.31295603533901
Baarn,GM0308,24529,Baarn,88.8359428182437,3.84466850813596,6911,29.0964971370832,0.0618474233748736,0.33,0.889094260026683,1.31443648963049
Geldrop_Mierlo,GM1771,39078,Geldrop Mierlo,77.355302070131,8.15216391284839,11851,31.0625917383099,0.0620413084504088,0.26,0.689582363851975,1.45015309616395
Woerden,GM0632,51513,Woerden,71.6831053133948,8.46901274136175,9658,19.1028126112584,0.0621662249297836,0.27,0.743233288808988,1.34547256568994
Oldenzaal,GM0173,32006,Oldenzaal,81.7902813299233,6.48391540092022,6666,21.4561606797991,0.0629264838418952,0.24,0.92335786445792,1.3151377063554
Uden,GM0856,41384,Uden,78.2325937260903,4.92749158882258,13053,32.1645064314228,0.0644127938494899,0.25,0.689375328990364,1.45058860963964
Halderberge,GM1655,29579,Halderberge,90.2881536819637,8.30778107431492,11807,40.9311516328087,0.064965679816959,0.25,0.693901327116023,1.44112708957652
Westervoort,GM0293,14991,Westervoort,71.0416666666667,3.35661163843261,4695,32.1157397906834,0.0656679663451672,0.23,1.24092811413845,1.31608719646799
Voorschoten,GM0626,25315,Voorschoten,61.0837438423645,5.44168780418545,4846,19.6019739503276,0.0656904781166572,0.3,1.13983804626583,1.31608719646799
Oostzaan,GM0431,9652,Oostzaan,64.9068322981367,9.32957266053946,1742,17.8575089697591,0.066017426960533,0.26,1.41919104045189,1.31608719646799
Waalwijk,GM0867,47410,Waalwijk,83.7864077669903,7.66465896095482,15910,34.0109878364223,0.0660552812159302,0.26,0.595162067794922,1.68021460726656
Waddinxveen,GM0627,26536,Waddinxveen,52.4758110415481,10.7939949040897,3049,11.601537232221,0.0668543814923328,0.26,0.924188272227489,1.31515405561071
Middelburg,GM0687,48019,Middelburg,87.6928020565553,6.78746680367066,20618,44.4123729105635,0.0670342926072721,0.27,0.635187902039557,1.57433728946828
Dronten,GM0303,40746,Dronten,68.5935198821797,14.1151761701657,6217,15.5386153461635,0.0678830292426893,0.27,1.35955674607175,1.31608719646799
Stichtse_Vecht,GM1904,64450,Stichtse Vecht,70.2460335709359,8.39562291470592,13312,21.1067068336769,0.0689551292214999,0.31,1.33167798799822,1.31608719646799
Velsen,GM0453,67619,Velsen,72.9203152364273,7.34480436546839,16285,24.6138266678758,0.0690426528823191,0.26,0.67911280023088,1.47250942650474
Boxtel,GM0757,30656,Boxtel,69.2124105011933,13.4028260243324,3893,12.9065411265458,0.0694559559725491,0.26,0.920092549921676,1.31507313193267
Ede,GM0228,113421,Ede,85.0759606791778,13.1108800007681,38048,34.13295056966,0.0702700278101731,0.27,0.648107787707444,1.54295322316263
Apeldoorn,GM0200,160047,Apeldoorn,71.3506635157244,8.93030380220548,19238,12.3459800800904,0.0706052982852449,0.26,0.979115075511266,1.31608719646799
Noordenveld,GM1699,32981,Noordenveld,83.3624454148472,83.8601095396077,1835,5.67180786944024,0.0707816894878373,0.25,1.55955995404689,1.26516688920026
Hellevoetsluis,GM0530,38722,Hellevoetsluis,87.5137312339802,4.32558954102186,20615,54.3486857715325,0.0719991563628694,0.25,0.667925110197572,1.49717383690546
Papendrecht,GM0590,32292,Papendrecht,77.7777777777778,5.50281013768081,9412,29.6581061919017,0.0726012289270521,0.25,0.609404194034939,1.64094702627312
Gilze_en_Rijen,GM0784,26220,Gilze en Rijen,45.1887293992557,19.0392051410779,1879,7.27420541210174,0.0728194804692036,0.24,1.15850530667456,1.31608719646799
Etten_Leur,GM0777,43027,Etten Leur,78.4036047634374,3.8509184884608,10814,25.4536895374838,0.073131693538896,0.24,1.80966155419455,1.08793289253066
Zutphen,GM0301,47340,Zutphen,67.1588895451861,13.429544965554,6549,14.1829994585815,0.0733297238765565,0.25,0.700224688254947,1.42811302825117
Sliedrecht,GM0610,25012,Sliedrecht,59.0235874931432,10.5086003769239,3300,13.3198789101917,0.073582240161453,0.24,0.632409489773237,1.5812539441155
Heerlen,GM0917,87189,Heerlen,68.8145136065061,6.90859965283975,20948,24.2498610853862,0.0740183367290238,0.25,1.40562558639573,1.31608719646799
Leeuwarden,GM0080,108667,Leeuwarden,73.2919254658385,7.5785746025828,32937,31.108445569429,0.0775515215625531,0.28,1.48367797513012,1.31608719646799
Den_Helder,GM0400,56020,Den Helder,51.6242937853107,16.1756586661471,7084,13.0455600162057,0.0782291628300983,0.23,1.20704366906989,1.31608719646799
Lansingerland,GM1621,60105,Lansingerland,57.9649708090075,4.9793652126969,6517,10.9219192545543,0.0803767450434899,0.28,1.14867336160238,1.31608719646799
Zwolle,GM0193,125548,Zwolle,76.5203543346272,10.888369837216,53753,43.8077618946716,0.0818813059281837,0.28,1.17363279681304,1.31608719646799
Venray,GM0984,43565,Venray,72.1269296740995,17.4164192587293,7860,18.5137204098457,0.0823931221293133,0.25,0.656849800981337,1.52241806042416
Oss,GM0828,90376,Oss,86.9463869463869,7.3898442785478,38955,45.2097719491673,0.084639935008414,0.26,0.472400257588676,2.08111888111888
Ridderkerk,GM0597,45408,Ridderkerk,84.8177083333333,3.90033089981366,22305,49.5820922064642,0.0853598897434757,0.25,1.064919274846,1.31608719646799
Cuijk,GM1684,24696,Cuijk,69.2788461538462,21.4267242003709,4699,19.310429851237,0.0854771102161584,0.24,0.96714313641695,1.31596147322681
Huizen,GM0406,41382,Huizen,57.5193354339731,8.11909404780408,8339,20.4347186826113,0.0855469515781219,0.3,0.738298735898887,1.35446527452399
Vianen,GM0620,19714,Vianen,77.3788150807899,10.6046253146291,5261,27.2378980067305,0.0865130727413927,0.25,0.808892169126225,1.31256285747749
Maastricht,GM0935,122753,Maastricht,70.5820510369875,5.12556782537688,26859,22.2103696353262,0.086521127925246,0.34,1.37916883739383,1.31608719646799
Alphen_aan_den_Rijn,GM0484,108915,Alphen aan den Rijn,78.8246669531586,9.09084753251331,36431,34.1860050484672,0.0873441121547946,0.26,0.764562447422366,1.31135857466521
Heemskerk,GM0396,39171,Heemskerk,71.4998532433226,9.05338982834945,6564,16.9231959161575,0.0878387088457473,0.24,0.563151508737849,1.77572107058938
Wassenaar,GM0629,26055,Wassenaar,52.5925925925926,5.98772447959914,1151,4.42403044163432,0.0882115539839335,0.49,1.05922738684162,1.31608719646799
Delfzijl,GM0010,24965,Delfzijl,89.7038724373576,15.8095531359472,4640,19.2451265035255,0.0910410618000829,0.24,0.943015754408353,1.31551700821864
Leiderdorp,GM0547,27128,Leiderdorp,62.5,5.81956280020817,4807,17.7425903369874,0.0918318384822648,0.26,1.45054713738293,1.31608719646799
Doesburg,GM0221,11341,Doesburg,79.7892720306513,9.0215733834382,4160,36.5939479239972,0.0918367346938775,0.25,1.14528640181317,1.31608719646799
Weert,GM0988,49574,Weert,82.3858549686661,8.5019307771761,7391,15.2438898628442,0.0921522120243374,0.25,0.775848653121316,1.31167823964821
Oosterhout,GM0826,54604,Oosterhout,69.2307692307692,17.1966699289745,12359,22.9226945619111,0.0925884709548186,0.27,1.12903679067669,1.31608719646799
Vlissingen,GM0718,44394,Vlissingen,73.9161849710983,9.72507436478733,14030,32.4048410938655,0.0958980044345898,0.26,0.837161541912808,1.31326423743288
Groningen,GM0014,202636,Groningen,64.7268159933012,8.71906541839857,41019,20.7258781680747,0.0965479607098104,0.37,0.568431660235155,1.7592264294116
s_Hertogenbosch,GM0796,152410,S-Hertogenbosch,67.2496025437202,14.6295638925909,6397,4.28268248431736,0.0968540995788952,0.29,0.554410067028078,1.80371905106362
Uithoorn,GM0451,29201,Uithoorn,64.4428672817601,15.4146344794174,4377,15.3406701247722,0.0987662974905369,0.27,0.684661619103483,1.46057551949448
Harderwijk,GM0243,46352,Harderwijk,76.5369305616984,10.4026782787146,10906,24.0093342726312,0.0995508982035928,0.25,0.871331772055192,1.31405126901794
Pijnacker_Nootdorp,GM1926,52656,Pijnacker Nootdorp,81.4765610172708,4.71353176969901,6934,13.2929471081034,0.101010294653298,0.27,1.34180986126598,1.31608719646799
Ouder_Amstel,GM0437,13419,Ouder Amstel,62.140221402214,23.1338421197582,3109,23.2535527299925,0.101346297681376,0.32,1.67192165182604,1.17898216594755
Heerhugowaard,GM0398,54950,Heerhugowaard,64.370717634331,7.40607583263381,12161,22.309258681734,0.101740933022693,0.23,1.28776480071041,1.31608719646799
Wageningen,GM0289,38458,Wageningen,76.3130525221009,5.12549182979969,12958,34.5169281585467,0.102447990197384,0.42,0.882272019938338,1.31429036825099
Albrandswaard,GM0613,25105,Albrandswaard,62.01248049922,12.2406498537098,6063,24.463363460297,0.103453841187863,0.27,0.623301186938059,1.60436081457258
Breda,GM0758,182304,Breda,71.3712481943181,14.9058347273299,27897,15.5596209514142,0.104249516149723,0.31,1.18835410657229,1.31608719646799
Soest,GM0342,45874,Soest,68.0315632330987,19.4798239576029,9056,20.1980551342671,0.104581140155232,0.29,1.42619018492832,1.31608719646799
Venlo,GM0983,101059,Venlo,78.0251785043217,8.6174661447122,35647,35.9475212778831,0.107337340163769,0.26,2.35515381704258,0.831955297676818
Veenendaal,GM0345,64273,Veenendaal,69.4428066037736,13.7892668233006,10817,17.1382850624247,0.10748463147221,0.25,1.08150438854034,1.31608719646799
IJsselstein,GM0353,34208,IJsselstein,80.2578565672844,7.746108270918,6195,18.3882457702582,0.110507569011576,0.28,1.14916411519012,1.31608719646799
Alkmaar,GM0361,108373,Alkmaar,68.9346844928894,20.0310927187571,9384,8.87258424416626,0.111030218221701,0.25,1.23257653972458,1.31608719646799
Helmond,GM0794,90603,Helmond,73.427483974359,11.7986599333341,33483,37.4099192205848,0.111549333541892,0.26,0.683003235124687,1.46412190832075
Deventer,GM0150,99295,Deventer,76.8503213957759,9.71599352216216,34072,35.1634742404227,0.112388540290621,0.26,0.601760484320149,1.66179073910074
Hilversum,GM0402,88888,Hilversum,78.8652056439508,6.72999376141241,29214,33.4348104742721,0.114367789782091,0.32,1.50954634725031,1.30765521753365
Hengelo,GM0164,80802,Hengelo,54.9331286998465,10.16036212171,20449,25.9301057543557,0.115670411605082,0.25,1.35033033788594,1.31608719646799
Nijmegen,GM0268,173557,Nijmegen,68.0144115292234,10.411460474106,45019,26.6784002085963,0.11842580905142,0.34,1.11444129716228,1.31608719646799
Zeist,GM0355,62830,Zeist,83.0366631243358,19.9775890041893,18819,30.6468423281113,0.122593883333876,0.37,1.29397346830237,1.31608719646799
Zwijndrecht,GM0642,44417,Zwijndrecht,74.3485492515247,14.3328911098105,10377,23.5487677574547,0.122793083102619,0.26,0.639100077484191,1.56470017017755
Nissewaard,GM1930,85401,Nissewaard,85.1986945670954,5.92195547870129,47672,56.7031032555042,0.123916120514315,0.24,0.504315148889381,1.98288709391783
Culemborg,GM0216,27864,Culemborg,68.6053412462908,11.843811352607,7360,27.1256403641322,0.124203000036855,0.26,0.747758929139972,1.33732939993126
Hoorn,GM0405,72493,Hoorn,69.642063139173,10.8999725761704,17737,24.7612798749162,0.125586330131785,0.26,0.841089173631269,1.31335795403285
Roosendaal,GM1674,77163,Roosendaal,83.7254901960784,13.2061528205217,11721,15.4787845172537,0.127966403866725,0.26,0.869473818732647,1.31401006573534
Roermond,GM0957,57390,Roermond,81.4901528715053,18.8828187183984,17080,30.1521731455001,0.128182042862691,0.27,0.945551431251841,1.31556478609887
Beverwijk,GM0375,40709,Beverwijk,70.0841622035195,11.0354875781306,11548,28.6160327097014,0.129550241605749,0.25,0.607319295128651,1.64658032112773
Haarlemmermeer,GM0394,146003,Haarlemmermeer,58.9418659908126,9.01265773862504,46514,32.0649101763384,0.130557968316995,0.27,1.0344801162741,1.31608719646799
Bergen_op_Zoom,GM0748,66164,Bergen op Zoom,74.0791268758527,20.0679374120829,17129,26.6292519121945,0.13674522728686,0.26,1.36915511913127,1.31608719646799
Haarlem,GM0392,159229,Haarlem,74.0227748082733,18.6543929769352,43070,27.4266574119475,0.137005928539134,0.29,1.67573327372147,1.17626122577024
Barendrecht,GM0489,48344,Barendrecht,75.5986662625038,9.06529968932987,21081,43.9205800241677,0.137464061002542,0.26,0.783648942744047,1.31189379025173
Weesp,GM0457,18751,Weesp,80.6891025641026,12.2980781645148,7462,41.1333443580839,0.13758888705143,0.27,0.959900555831611,1.31583040017349
Amersfoort,GM0307,154337,Amersfoort,61.4224343675418,17.1023373162843,22695,14.9886074695374,0.138361456923026,0.28,0.961216248717384,1.31585435782575
Leerdam,GM0545,20905,Leerdam,69.0782608695652,22.948192486791,5001,24.4213302080281,0.140394569782205,0.25,1.12329300450755,1.31608719646799
Almelo,GM0141,72479,Almelo,75.1675167516752,15.0395417370491,13369,18.9483381758911,0.141719226135639,0.25,1.44356661784818,1.31608719646799
Leidschendam_Voorburg,GM1916,74604,Leidschendam Voorburg,79.808875011827,9.50298917546817,18390,24.6994829091397,0.141951514337519,0.3,0.740811209771292,1.34987158240859
Tilburg,GM0855,213804,Tilburg,70.4126921038686,13.465976753114,60389,28.6765089962818,0.143370673403391,0.29,0.777364568432461,1.3117204685964
Leiden,GM0546,123661,Leiden,60.7714660133326,14.3966259819916,16804,13.7505523460387,0.143618152954847,0.36,1.25080584880505,1.31608719646799
Nieuwegein,GM0356,61868,Nieuwegein,52.7424710866827,10.5601341652297,14716,24.3018743291223,0.14421600198167,0.24,1.53128435067309,1.28884701240565
Tiel,GM0281,41488,Tiel,68.7038280725319,14.447353860081,6721,16.5196018188522,0.146393019540371,0.26,0.794326848798123,1.31218199582757
Gorinchem,GM0512,35755,Gorinchem,75.9038499120578,14.4896426701697,13369,38.3604487676107,0.146825055235144,0.27,0.679698794021665,1.47123992097024
Gouda,GM0513,71752,Gouda,71.0017074558907,10.5184594618772,6945,9.86771998124494,0.149784743041446,0.27,0.724786329105119,1.37971697291074
Enschede,GM0153,158140,Enschede,80.1135878384149,7.62099251863203,57096,36.8133285191107,0.15099035436117,0.3,0.90303253843074,1.31472816180982
Purmerend,GM0439,79928,Purmerend,56.7592514894688,6.95931629368958,17060,21.6971053568703,0.151561784605993,0.24,0.934968627283029,1.31536366592573
Dordrecht,GM0505,118731,Dordrecht,80.5605070310953,12.2317008877257,55766,47.4992334162379,0.172021396204559,0.27,0.646354376385719,1.54713890171487
Rijswijk,GM0603,51027,Rijswijk,69.6537443920396,7.54105559041885,21170,42.0423402311634,0.172637724907654,0.28,1.18898231555559,1.31608719646799
Maassluis,GM0556,32450,Maassluis,85.8451589725166,7.2441900004081,15985,49.9671782688881,0.174017692476009,0.25,0.86985971611134,1.31401863815015
Eindhoven,GM0772,226868,Eindhoven,60.0175940180339,10.935384209141,38839,17.358832941513,0.18290262892081,0.33,0.813988246097149,1.31269289368402
Delft,GM0503,101381,Delft,57.5180670909287,16.2763701572559,25549,25.3956105125045,0.184306787006481,0.38,1.24182577945367,1.31608719646799
Arnhem,GM0202,155699,Arnhem,70.1280781205774,16.7011753662131,17064,11.1389628701238,0.184500496109457,0.29,1.24658741263747,1.31608719646799
Zoetermeer,GM0637,124763,Zoetermeer,57.7777777777778,10.9194191598111,21131,17.1689267694208,0.18537175914265,0.25,0.687926018495009,1.45364468433353
Vlaardingen,GM0622,71999,Vlaardingen,72.5097836520712,12.3371318288886,8696,12.2632595789088,0.190985883713387,0.26,0.899563448200652,1.31465641254201
